,AbilityAfterAnswer,Correct,ExerciseId,LearningObjectiveId,SubmitDateTime,UserId
924,836,1,185433,675,2018-04-21 15:41:37.918271,3069
925,789,1,225592,671,2018-04-21 15:41:37.918287,3057
926,151,1,153527,671,2018-04-21 15:41:37.918304,3001
927,873,0,201976,678,2018-04-21 15:41:37.918320,3069
928,490,1,196741,679,2018-04-21 15:41:37.918336,3100
929,888,0,236546,671,2018-04-21 15:41:37.918352,3071
930,449,0,168076,673,2018-04-21 15:41:37.918375,3100
931,113,0,153355,670,2018-04-21 15:41:37.918393,3079
932,695,1,164906,672,2018-04-21 15:41:37.918416,3079
933,507,0,220341,671,2018-04-21 15:41:37.918434,3077
934,317,0,198907,676,2018-04-21 15:41:37.918451,3058
935,306,1,228619,671,2018-04-21 15:41:37.918472,3078
936,227,1,194867,672,2018-04-21 15:41:37.918490,3078
937,946,1,178149,670,2018-04-21 15:41:37.918507,3098
938,413,0,298921,678,2018-04-21 15:41:37.918524,3049
939,505,1,287020,675,2018-04-21 15:41:37.918540,3094
940,342,1,216086,673,2018-04-21 15:41:37.918556,3071
941,366,1,116359,672,2018-04-21 15:41:37.918572,3034
942,119,1,142960,673,2018-04-21 15:41:37.918588,3079
943,292,1,287111,674,2018-04-21 15:41:37.918605,3099
944,529,0,250524,674,2018-04-21 15:41:37.918621,3019
945,338,1,270798,678,2018-04-21 15:41:37.918641,3005
946,600,0,264129,678,2018-04-21 15:41:37.918659,3023
947,566,0,145142,675,2018-04-21 15:41:37.918676,3074
948,142,0,201653,679,2018-04-21 15:41:37.918692,3066
949,120,0,112825,679,2018-04-21 15:41:37.918708,3019
950,818,1,223987,679,2018-04-21 15:41:37.918724,3078
951,999,0,296278,676,2018-04-21 15:41:37.918740,3078
952,236,1,135978,676,2018-04-21 15:41:37.918757,3043
953,274,0,164201,675,2018-04-21 15:41:37.918773,3058
954,812,1,287044,673,2018-04-21 15:41:37.918790,3075
955,274,1,218104,675,2018-04-21 15:41:37.918807,3084
956,916,0,141664,678,2018-04-21 15:41:37.918823,3051
957,159,1,158540,677,2018-04-21 15:41:37.918839,3039
958,934,1,139503,680,2018-04-21 15:41:37.918872,3087
959,603,0,113085,678,2018-04-21 15:41:37.918951,3020
960,826,0,111749,673,2018-04-21 15:41:37.918994,3085
961,591,0,210329,676,2018-04-21 15:41:37.919029,3089
962,617,1,225012,678,2018-04-21 15:41:37.919062,3018
963,987,1,260307,670,2018-04-21 15:41:37.919083,3033
964,819,1,177343,671,2018-04-21 15:41:37.919101,3098
965,927,1,107314,679,2018-04-21 15:41:37.919118,3066
966,519,0,114548,675,2018-04-21 15:41:37.919136,3043
967,859,0,261726,680,2018-04-21 15:41:37.919154,3024
968,224,1,167500,679,2018-04-21 15:41:37.919172,3093
969,774,0,121907,675,2018-04-21 15:41:37.919200,3087
970,479,1,211884,672,2018-04-21 15:41:37.919220,3056
971,657,0,203938,673,2018-04-21 15:41:37.919246,3090
972,277,0,101205,677,2018-04-21 15:41:37.919267,3095
973,656,0,221389,679,2018-04-21 15:41:37.919285,3026
974,172,1,144623,676,2018-04-21 15:41:37.919304,3010
975,984,0,253729,677,2018-04-21 15:41:37.919330,3012
976,183,1,126968,675,2018-04-21 15:41:37.919347,3024
977,545,1,253538,678,2018-04-21 15:41:37.919369,3072
978,296,1,134433,675,2018-04-21 15:41:37.919388,3027
979,873,1,136473,672,2018-04-21 15:41:37.919405,3005
980,639,1,252349,678,2018-04-21 15:41:37.919426,3062
981,907,0,254276,674,2018-04-21 15:41:37.919444,3009
982,728,0,235312,680,2018-04-21 15:41:37.919462,3019
983,717,0,277597,672,2018-04-21 15:41:37.919478,3037
984,385,0,137475,674,2018-04-21 15:41:37.919500,3048
985,252,0,116555,670,2018-04-21 15:41:37.919518,3076
986,643,1,121394,671,2018-04-21 15:41:37.919536,3048
987,838,0,217072,675,2018-04-21 15:41:37.919553,3039
988,480,1,291835,679,2018-04-21 15:41:37.919569,3015
989,129,0,113066,675,2018-04-21 15:41:37.919585,3059
990,922,1,211262,679,2018-04-21 15:41:37.919602,3024
991,289,0,238954,676,2018-04-21 15:41:37.919620,3043
992,900,0,297295,677,2018-04-21 15:41:37.919637,3022
993,819,1,258702,679,2018-04-21 15:41:37.919653,3018
994,788,0,154110,671,2018-04-21 15:41:37.919670,3023
995,298,1,126835,677,2018-04-21 15:41:37.919687,3012
996,817,1,285580,672,2018-04-21 15:41:37.919703,3004
997,933,0,131183,678,2018-04-21 15:41:37.919725,3001
998,499,1,245614,673,2018-04-21 15:41:37.919744,3079
999,544,1,182920,675,2018-04-21 15:41:37.919760,3095
1000,718,1,249329,680,2018-04-21 15:41:37.919776,3044
1001,463,0,219960,679,2018-04-21 15:41:37.919799,3004
1002,331,0,260727,676,2018-04-21 15:41:37.919818,3001
1003,287,1,176446,672,2018-04-21 15:41:37.919834,3077
1004,383,0,254202,672,2018-04-21 15:41:37.919851,3065
1005,823,0,178503,673,2018-04-21 15:41:37.919867,3000
1006,975,1,269887,680,2018-04-21 15:41:37.919884,3026
1007,101,0,254523,672,2018-04-21 15:41:37.919900,3029
1008,521,1,264827,680,2018-04-21 15:41:37.919916,3079
1009,802,0,109399,676,2018-04-21 15:41:37.919932,3052
1010,535,1,159765,677,2018-04-21 15:41:37.919953,3004
1011,776,1,216414,672,2018-04-21 15:41:37.919972,3025
1012,490,0,201897,671,2018-04-21 15:41:37.919988,3032
1013,155,1,257424,680,2018-04-21 15:41:37.920005,3092
1014,385,0,163585,671,2018-04-21 15:41:37.920032,3026
1015,372,0,290884,673,2018-04-21 15:41:37.920174,3029
1016,312,1,270048,677,2018-04-21 15:41:37.920215,3058
1017,536,1,253949,678,2018-04-21 15:41:37.920237,3062
1018,108,0,230149,671,2018-04-21 15:41:37.920255,3074
1019,324,1,133229,673,2018-04-21 15:41:37.920272,3027
1020,461,0,113201,672,2018-04-21 15:41:37.920290,3014
1021,268,0,125596,673,2018-04-21 15:41:37.920307,3071
1022,915,0,290061,676,2018-04-21 15:41:37.920326,3093
1023,215,1,197147,673,2018-04-21 15:41:37.920354,3100
1024,329,1,218322,676,2018-04-21 15:41:37.920375,3027
1025,640,1,287764,675,2018-04-21 15:41:37.920393,3023
1026,377,1,244044,678,2018-04-21 15:41:37.920410,3062
1027,911,0,119079,670,2018-04-21 15:41:37.920429,3085
1028,579,1,154657,679,2018-04-21 15:41:37.920446,3044
1029,181,1,171246,672,2018-04-21 15:41:37.920464,3098
1030,387,1,206294,670,2018-04-21 15:41:37.920488,3019
1031,297,1,158037,678,2018-04-21 15:41:37.920507,3027
1032,805,1,205193,672,2018-04-21 15:41:37.920525,3046
1033,514,1,197332,671,2018-04-21 15:41:37.920549,3038
1034,366,0,119378,680,2018-04-21 15:41:37.920574,3086
1035,982,1,218431,676,2018-04-21 15:41:37.920595,3012
1036,909,1,128396,674,2018-04-21 15:41:37.920618,3093
1037,786,0,252373,677,2018-04-21 15:41:37.920638,3037
1038,716,1,147311,675,2018-04-21 15:41:37.920656,3094
1039,142,1,100260,680,2018-04-21 15:41:37.920673,3088
1040,720,1,180952,676,2018-04-21 15:41:37.920691,3009
1041,414,0,292457,673,2018-04-21 15:41:37.920709,3058
1042,616,1,166936,673,2018-04-21 15:41:37.920728,3094
1043,605,0,176731,677,2018-04-21 15:41:37.920746,3049
1044,113,1,187618,671,2018-04-21 15:41:37.920763,3038
1045,455,1,195323,679,2018-04-21 15:41:37.920781,3029
1046,868,0,181200,677,2018-04-21 15:41:37.920798,3027
1047,172,1,187792,672,2018-04-21 15:41:37.920816,3082
1048,894,1,124401,678,2018-04-21 15:41:37.920834,3035
1049,375,1,134804,676,2018-04-21 15:41:37.920857,3065
1050,906,1,160013,678,2018-04-21 15:41:37.920877,3065
1051,651,0,241989,676,2018-04-21 15:41:37.920895,3069
1052,611,1,217137,675,2018-04-21 15:41:37.920913,3090
1053,793,0,103435,675,2018-04-21 15:41:37.920931,3022
1054,454,0,274476,676,2018-04-21 15:41:37.920949,3085
1055,926,1,144773,673,2018-04-21 15:41:37.920967,3067
1056,475,1,258519,673,2018-04-21 15:41:37.920985,3043
1057,442,0,164178,672,2018-04-21 15:41:37.921003,3062
1058,686,0,235648,679,2018-04-21 15:41:37.921021,3053
1059,739,0,275839,671,2018-04-21 15:41:37.921038,3081
1060,247,0,202378,671,2018-04-21 15:41:37.921055,3091
1061,966,1,192802,671,2018-04-21 15:41:37.921073,3064
1062,979,0,275816,676,2018-04-21 15:41:37.921096,3062
1063,673,1,235801,676,2018-04-21 15:41:37.921116,3007
1064,985,0,294258,674,2018-04-21 15:41:37.921134,3100
1065,446,1,134662,675,2018-04-21 15:41:37.921151,3064
1066,393,0,280406,675,2018-04-21 15:41:37.921169,3084
1067,807,1,279992,677,2018-04-21 15:41:37.921193,3045
1068,554,0,111056,677,2018-04-21 15:41:37.921212,3070
1069,175,0,149620,674,2018-04-21 15:41:37.921231,3014
1070,854,0,234471,677,2018-04-21 15:41:37.921255,3094
1071,982,0,204865,675,2018-04-21 15:41:37.921285,3054
1072,570,1,210420,675,2018-04-21 15:41:37.921305,3080
1073,852,1,282089,675,2018-04-21 15:41:37.921324,3007
1074,394,1,172346,675,2018-04-21 15:41:37.921386,3079
1075,486,1,191522,678,2018-04-21 15:41:37.921427,3016
1076,693,1,256122,674,2018-04-21 15:41:37.921487,3001
1077,791,0,111858,678,2018-04-21 15:41:37.921558,3072
1078,284,0,246405,679,2018-04-21 15:41:37.921607,3069
1079,249,0,224012,676,2018-04-21 15:41:37.921676,3051
1080,274,1,296171,676,2018-04-21 15:41:37.921748,3060
1081,781,0,234964,673,2018-04-21 15:41:37.921804,3036
1082,917,1,197018,679,2018-04-21 15:41:37.921890,3065
1083,514,1,265225,673,2018-04-21 15:41:37.921925,3032
1084,817,1,259359,677,2018-04-21 15:41:37.921943,3002
1085,928,0,207362,678,2018-04-21 15:41:37.921960,3055
1086,995,0,214676,679,2018-04-21 15:41:37.921976,3033
1087,183,1,147458,670,2018-04-21 15:41:37.921993,3094
1088,355,1,120159,670,2018-04-21 15:41:37.922018,3033
1089,225,0,101421,678,2018-04-21 15:41:37.922043,3045
1090,574,0,263949,675,2018-04-21 15:41:37.922061,3088
1091,293,1,195868,679,2018-04-21 15:41:37.922077,3043
1092,904,0,116599,678,2018-04-21 15:41:37.922094,3011
1093,978,1,208855,680,2018-04-21 15:41:37.922110,3090
1094,631,0,267047,672,2018-04-21 15:41:37.922127,3058
1095,759,0,188580,671,2018-04-21 15:41:37.922144,3004
1096,271,1,131491,671,2018-04-21 15:41:37.922161,3074
1097,532,1,244185,676,2018-04-21 15:41:37.922177,3040
1098,270,0,169785,680,2018-04-21 15:41:37.922194,3071
1099,802,1,269846,676,2018-04-21 15:41:37.922216,3036
1100,768,1,130461,672,2018-04-21 15:41:37.922235,3028
1101,721,1,203165,678,2018-04-21 15:41:37.922257,3031
1102,913,1,213867,672,2018-04-21 15:41:37.922276,3036
1103,591,0,265711,679,2018-04-21 15:41:37.922293,3026
1104,374,0,103320,671,2018-04-21 15:41:37.922309,3013
1105,316,1,139304,671,2018-04-21 15:41:37.922326,3057
1106,139,0,186053,678,2018-04-21 15:41:37.922342,3065
1107,744,0,160446,671,2018-04-21 15:41:37.922358,3058
1108,248,0,170558,678,2018-04-21 15:41:37.922374,3091
1109,559,1,121449,675,2018-04-21 15:41:37.922391,3034
1110,313,1,263743,675,2018-04-21 15:41:37.922407,3028
1111,578,1,193032,677,2018-04-21 15:41:37.922424,3059
1112,692,0,217353,678,2018-04-21 15:41:37.922441,3091
1113,971,0,100840,675,2018-04-21 15:41:37.922457,3030
1114,573,1,121297,672,2018-04-21 15:41:37.922478,3065
1115,192,0,101572,675,2018-04-21 15:41:37.922496,3012
1116,757,0,110717,674,2018-04-21 15:41:37.922513,3095
1117,894,0,218564,680,2018-04-21 15:41:37.922529,3077
1118,339,0,102198,674,2018-04-21 15:41:37.922546,3032
1119,433,0,174786,675,2018-04-21 15:41:37.922562,3082
1120,492,1,251028,680,2018-04-21 15:41:37.922578,3007
1121,334,1,255704,676,2018-04-21 15:41:37.922596,3018
1122,716,1,210048,673,2018-04-21 15:41:37.922612,3005
1123,518,1,182103,680,2018-04-21 15:41:37.922629,3060
1124,943,0,170007,678,2018-04-21 15:41:37.922645,3013
1125,142,0,269449,671,2018-04-21 15:41:37.922661,3029
1126,736,1,252512,680,2018-04-21 15:41:37.922678,3092
1127,615,0,232905,671,2018-04-21 15:41:37.922699,3029
1128,546,1,213132,676,2018-04-21 15:41:37.922718,3039
1129,887,0,167699,676,2018-04-21 15:41:37.922736,3079
1130,695,1,152033,674,2018-04-21 15:41:37.922757,3089
1131,551,1,240180,676,2018-04-21 15:41:37.922858,3024
1132,295,0,121066,676,2018-04-21 15:41:37.922935,3056
1133,643,1,108189,674,2018-04-21 15:41:37.922957,3099
1134,339,0,198618,671,2018-04-21 15:41:37.922975,3074
1135,238,0,197806,679,2018-04-21 15:41:37.922991,3032
1136,680,1,131540,677,2018-04-21 15:41:37.923008,3077
1137,786,0,128459,679,2018-04-21 15:41:37.923024,3070
1138,149,1,138955,674,2018-04-21 15:41:37.923041,3039
1139,235,1,152335,678,2018-04-21 15:41:37.923057,3000
1140,792,1,195361,676,2018-04-21 15:41:37.923082,3032
1141,221,1,108110,673,2018-04-21 15:41:37.923101,3058
1142,276,0,186198,673,2018-04-21 15:41:37.923118,3038
1143,531,0,172027,677,2018-04-21 15:41:37.923135,3006
1144,448,1,149851,673,2018-04-21 15:41:37.923151,3052
1145,499,0,250841,680,2018-04-21 15:41:37.923174,3023
1146,728,0,258878,675,2018-04-21 15:41:37.923192,3046
1147,227,1,126888,672,2018-04-21 15:41:37.923209,3054
1148,714,0,155569,679,2018-04-21 15:41:37.923225,3085
1149,427,0,203072,672,2018-04-21 15:41:37.923241,3080
1150,884,0,110226,674,2018-04-21 15:41:37.923258,3035
1151,295,1,285044,674,2018-04-21 15:41:37.923275,3074
1152,731,1,103813,678,2018-04-21 15:41:37.923291,3054
1153,998,1,218368,674,2018-04-21 15:41:37.923313,3031
1154,419,1,140591,672,2018-04-21 15:41:37.923331,3064
1155,312,0,194760,677,2018-04-21 15:41:37.923347,3064
1156,488,0,279796,671,2018-04-21 15:41:37.923365,3072
1157,839,1,142650,677,2018-04-21 15:41:37.923382,3099
1158,991,0,297311,670,2018-04-21 15:41:37.923398,3013
1159,224,0,190241,673,2018-04-21 15:41:37.923414,3000
1160,160,1,120897,672,2018-04-21 15:41:37.923430,3003
1161,661,0,132796,680,2018-04-21 15:41:37.923447,3024
1162,129,1,213281,674,2018-04-21 15:41:37.923463,3035
1163,312,0,213101,676,2018-04-21 15:41:37.923480,3041
1164,165,1,244000,670,2018-04-21 15:41:37.923496,3061
1165,511,1,112102,679,2018-04-21 15:41:37.923513,3007
1166,272,1,200661,675,2018-04-21 15:41:37.923537,3000
1167,336,1,281316,677,2018-04-21 15:41:37.923555,3092
1168,578,0,288479,671,2018-04-21 15:41:37.923573,3087
1169,534,0,229040,677,2018-04-21 15:41:37.923589,3090
1170,265,1,232445,675,2018-04-21 15:41:37.923606,3086
1171,711,1,283244,675,2018-04-21 15:41:37.923622,3076
1172,837,1,108332,676,2018-04-21 15:41:37.923638,3064
1173,615,0,114805,677,2018-04-21 15:41:37.923654,3018
1174,989,1,159757,679,2018-04-21 15:41:37.923670,3093
1175,156,1,236423,677,2018-04-21 15:41:37.923687,3045
1176,918,1,231624,675,2018-04-21 15:41:37.923703,3040
1177,383,1,175598,678,2018-04-21 15:41:37.923720,3033
1178,900,1,210799,679,2018-04-21 15:41:37.923736,3086
1179,225,0,129549,672,2018-04-21 15:41:37.923757,3082
1180,163,0,240979,673,2018-04-21 15:41:37.923780,3086
1181,245,1,249580,680,2018-04-21 15:41:37.923798,3098
1182,563,1,167314,673,2018-04-21 15:41:37.923815,3092
1183,287,0,275701,675,2018-04-21 15:41:37.923831,3079
1184,796,0,167614,680,2018-04-21 15:41:37.923848,3077
1185,286,0,284492,673,2018-04-21 15:41:37.923864,3082
1186,678,0,299683,677,2018-04-21 15:41:37.923880,3081
1187,901,1,208067,675,2018-04-21 15:41:37.923896,3078
1188,522,0,114889,677,2018-04-21 15:41:37.923913,3075
1189,243,1,103945,679,2018-04-21 15:41:37.923928,3063
1190,126,1,129922,672,2018-04-21 15:41:37.923945,3072
1191,391,1,189593,673,2018-04-21 15:41:37.923961,3082
1192,173,1,108191,679,2018-04-21 15:41:37.923982,3074
1193,701,0,244914,670,2018-04-21 15:41:37.924000,3077
1194,941,0,156549,677,2018-04-21 15:41:37.924017,3097
1195,140,0,199293,676,2018-04-21 15:41:37.924034,3081
1196,984,1,262540,677,2018-04-21 15:41:37.924051,3046
1197,616,1,264737,671,2018-04-21 15:41:37.924068,3084
1198,503,1,220132,677,2018-04-21 15:41:37.924084,3060
1199,771,0,214646,675,2018-04-21 15:41:37.924105,3012
1200,339,1,125308,672,2018-04-21 15:41:37.924124,3032
1201,994,1,256272,680,2018-04-21 15:41:37.924147,3095
1202,693,0,198139,677,2018-04-21 15:41:37.924164,3097
1203,292,0,263602,673,2018-04-21 15:41:37.924181,3052
1204,716,1,195763,672,2018-04-21 15:41:37.924197,3059
1205,711,0,280951,675,2018-04-21 15:41:37.924218,3010
1206,869,0,107012,679,2018-04-21 15:41:37.924238,3059
1207,111,0,235929,678,2018-04-21 15:41:37.924255,3081
1208,287,1,142367,675,2018-04-21 15:41:37.924272,3076
1209,991,1,257572,679,2018-04-21 15:41:37.924288,3052
1210,656,0,179842,679,2018-04-21 15:41:37.924304,3071
1211,582,0,274077,679,2018-04-21 15:41:37.924321,3097
1212,300,0,152859,670,2018-04-21 15:41:37.924337,3007
1213,760,1,205282,674,2018-04-21 15:41:37.924354,3009
1214,861,1,258163,671,2018-04-21 15:41:37.924370,3024
1215,931,0,290271,679,2018-04-21 15:41:37.924387,3036
1216,457,1,293684,674,2018-04-21 15:41:37.924404,3072
1217,262,1,269187,679,2018-04-21 15:41:37.924420,3029
1218,532,1,116844,673,2018-04-21 15:41:37.924441,3017
1219,406,1,103502,675,2018-04-21 15:41:37.924459,3026
1220,849,0,242921,678,2018-04-21 15:41:37.924476,3069
1221,802,0,193261,677,2018-04-21 15:41:37.924493,3026
1222,871,1,173981,679,2018-04-21 15:41:37.924509,3077
1223,792,0,170266,674,2018-04-21 15:41:37.924527,3038
1224,678,0,170240,675,2018-04-21 15:41:37.924543,3064
1225,323,1,213329,676,2018-04-21 15:41:37.924559,3009
1226,605,0,128499,679,2018-04-21 15:41:37.924576,3081
1227,840,1,152400,671,2018-04-21 15:41:37.924592,3004
1228,316,1,176121,675,2018-04-21 15:41:37.924608,3064
1229,192,0,227112,676,2018-04-21 15:41:37.924626,3050
1230,782,0,254137,670,2018-04-21 15:41:37.924648,3005
1231,934,0,168967,672,2018-04-21 15:41:37.924673,3099
1232,563,1,204845,673,2018-04-21 15:41:37.924691,3082
1233,586,1,259819,673,2018-04-21 15:41:37.924708,3057
1234,458,1,226403,674,2018-04-21 15:41:37.924724,3008
1235,406,0,111095,680,2018-04-21 15:41:37.924740,3085
1236,598,1,186653,677,2018-04-21 15:41:37.924756,3047
1237,784,0,293051,675,2018-04-21 15:41:37.924773,3043
1238,132,1,150210,672,2018-04-21 15:41:37.924789,3099
1239,506,1,267112,675,2018-04-21 15:41:37.924805,3088
1240,473,1,208838,671,2018-04-21 15:41:37.924821,3097
1241,124,0,187334,677,2018-04-21 15:41:37.924838,3050
1242,220,0,101855,671,2018-04-21 15:41:37.924854,3013
1243,488,1,158400,679,2018-04-21 15:41:37.924871,3012
1244,568,0,276569,673,2018-04-21 15:41:37.924892,3074
1245,666,0,281292,674,2018-04-21 15:41:37.924910,3092
1246,491,1,234754,676,2018-04-21 15:41:37.924928,3017
1247,240,0,273569,670,2018-04-21 15:41:37.924944,3021
1248,679,1,293211,675,2018-04-21 15:41:37.924960,3056
1249,342,0,237686,680,2018-04-21 15:41:37.924977,3085
1250,947,1,202826,674,2018-04-21 15:41:37.924993,3079
1251,821,0,232228,670,2018-04-21 15:41:37.925009,3054
1252,269,1,133976,674,2018-04-21 15:41:37.925026,3066
1253,829,0,123770,671,2018-04-21 15:41:37.925042,3012
1254,709,0,146824,675,2018-04-21 15:41:37.925059,3092
1255,630,0,149816,675,2018-04-21 15:41:37.925076,3028
1256,714,0,100159,675,2018-04-21 15:41:37.925092,3099
1257,559,1,119404,674,2018-04-21 15:41:37.925118,3059
1258,988,1,155398,673,2018-04-21 15:41:37.925138,3093
1259,645,0,188968,678,2018-04-21 15:41:37.925155,3096
1260,817,0,267203,670,2018-04-21 15:41:37.925171,3032
1261,757,1,142487,678,2018-04-21 15:41:37.925188,3069
1262,785,1,185041,674,2018-04-21 15:41:37.925204,3045
1263,929,0,211611,673,2018-04-21 15:41:37.925224,3005
1264,678,1,221313,675,2018-04-21 15:41:37.925245,3081
1265,539,1,204427,677,2018-04-21 15:41:37.925263,3050
1266,803,1,136851,677,2018-04-21 15:41:37.925280,3027
1267,766,1,291757,679,2018-04-21 15:41:37.925297,3064
1268,121,1,173198,679,2018-04-21 15:41:37.925315,3053
1269,997,0,243672,674,2018-04-21 15:41:37.925331,3087
1270,886,0,291251,676,2018-04-21 15:41:37.925353,3092
1271,140,1,270551,671,2018-04-21 15:41:37.925372,3080
1272,520,0,134408,671,2018-04-21 15:41:37.925390,3024
1273,305,0,133392,677,2018-04-21 15:41:37.925406,3091
1274,568,1,158508,671,2018-04-21 15:41:37.925423,3060
1275,591,0,151648,671,2018-04-21 15:41:37.925439,3070
1276,342,0,166035,675,2018-04-21 15:41:37.925456,3040
1277,492,1,194827,674,2018-04-21 15:41:37.925473,3085
1278,795,0,270007,680,2018-04-21 15:41:37.925490,3016
1279,684,1,105575,675,2018-04-21 15:41:37.925506,3003
1280,381,1,270783,673,2018-04-21 15:41:37.925528,3066
1281,307,0,160658,678,2018-04-21 15:41:37.925547,3097
1282,122,0,154127,677,2018-04-21 15:41:37.925563,3064
1283,288,0,210970,673,2018-04-21 15:41:37.925585,3091
1284,737,0,146385,678,2018-04-21 15:41:37.925604,3048
1285,335,0,154193,679,2018-04-21 15:41:37.925620,3084
1286,363,0,191311,675,2018-04-21 15:41:37.925637,3043
1287,643,1,198625,672,2018-04-21 15:41:37.925653,3051
1288,395,0,160723,671,2018-04-21 15:41:37.925669,3084
1289,511,0,165418,678,2018-04-21 15:41:37.925686,3100
1290,505,0,269953,676,2018-04-21 15:41:37.925702,3071
1291,617,0,117460,680,2018-04-21 15:41:37.925718,3051
1292,107,1,251735,670,2018-04-21 15:41:37.925734,3038
1293,735,1,269835,676,2018-04-21 15:41:37.925750,3015
1294,464,1,240265,670,2018-04-21 15:41:37.925767,3002
1295,411,0,144462,678,2018-04-21 15:41:37.925783,3047
1296,232,1,153149,679,2018-04-21 15:41:37.925808,3014
1297,816,1,188836,671,2018-04-21 15:41:37.925826,3056
1298,761,0,268266,678,2018-04-21 15:41:37.925843,3025
1299,690,1,266272,670,2018-04-21 15:41:37.925860,3036
1300,980,0,235600,673,2018-04-21 15:41:37.925876,3056
1301,969,0,257306,680,2018-04-21 15:41:37.925892,3076
1302,569,0,105835,676,2018-04-21 15:41:37.925908,3016
1303,173,1,142737,673,2018-04-21 15:41:37.925925,3055
1304,707,0,152723,671,2018-04-21 15:41:37.925941,3034
1305,565,0,218232,672,2018-04-21 15:41:37.925958,3001
1306,593,1,184690,671,2018-04-21 15:41:37.925979,3022
1307,216,1,254046,674,2018-04-21 15:41:37.925996,3036
1308,808,1,164558,672,2018-04-21 15:41:37.926013,3006
1309,803,0,124836,677,2018-04-21 15:41:37.926035,3088
1310,424,0,256174,674,2018-04-21 15:41:37.926053,3067
1311,588,0,277767,676,2018-04-21 15:41:37.926071,3028
1312,634,1,231197,672,2018-04-21 15:41:37.926087,3065
1313,262,0,243467,676,2018-04-21 15:41:37.926109,3020
1314,170,1,294681,675,2018-04-21 15:41:37.926127,3072
1315,503,0,101837,679,2018-04-21 15:41:37.926144,3061
1316,471,1,187145,674,2018-04-21 15:41:37.926161,3095
1317,977,1,212353,673,2018-04-21 15:41:37.926178,3079
1318,600,1,269002,677,2018-04-21 15:41:37.926195,3098
1319,814,1,114734,674,2018-04-21 15:41:37.926211,3021
1320,677,1,143839,674,2018-04-21 15:41:37.926227,3067
1321,137,0,223346,676,2018-04-21 15:41:37.926243,3093
1322,744,1,203296,676,2018-04-21 15:41:37.926265,3000
1323,914,0,284284,678,2018-04-21 15:41:37.926283,3032
1324,483,0,287177,678,2018-04-21 15:41:37.926300,3065
1325,406,0,183167,672,2018-04-21 15:41:37.926327,3008
1326,390,1,206904,673,2018-04-21 15:41:37.926354,3077
1327,910,0,249895,677,2018-04-21 15:41:37.926371,3040
1328,196,1,277537,674,2018-04-21 15:41:37.926398,3076
1329,103,0,251806,677,2018-04-21 15:41:37.926490,3075
1330,209,0,299602,678,2018-04-21 15:41:37.926538,3027
1331,772,0,251461,676,2018-04-21 15:41:37.926571,3093
1332,383,1,245858,675,2018-04-21 15:41:37.926605,3054
1333,374,1,247152,674,2018-04-21 15:41:37.926640,3073
1334,780,0,119888,670,2018-04-21 15:41:37.926672,3016
1335,870,1,242258,680,2018-04-21 15:41:37.926749,3091
1336,474,0,164322,674,2018-04-21 15:41:37.926775,3060
1337,831,1,295596,675,2018-04-21 15:41:37.926796,3082
1338,531,1,242787,678,2018-04-21 15:41:37.926815,3006
1339,883,0,245863,679,2018-04-21 15:41:37.926833,3010
1340,583,1,267020,677,2018-04-21 15:41:37.926851,3095
1341,720,1,237843,672,2018-04-21 15:41:37.926876,3002
1342,790,0,164744,677,2018-04-21 15:41:37.926893,3060
1343,781,0,144747,671,2018-04-21 15:41:37.926909,3027
1344,753,1,281267,678,2018-04-21 15:41:37.926925,3037
1345,737,1,130623,678,2018-04-21 15:41:37.926941,3017
1346,962,1,140244,674,2018-04-21 15:41:37.926958,3028
1347,883,0,266610,670,2018-04-21 15:41:37.926974,3068
1348,266,0,150053,670,2018-04-21 15:41:37.926996,3000
1349,415,0,205265,671,2018-04-21 15:41:37.927015,3005
1350,113,1,206721,673,2018-04-21 15:41:37.927031,3018
1351,612,0,128996,673,2018-04-21 15:41:37.927048,3099
1352,523,1,183444,673,2018-04-21 15:41:37.927064,3078
1353,513,0,236399,677,2018-04-21 15:41:37.927081,3092
1354,171,1,214484,671,2018-04-21 15:41:37.927097,3077
1355,716,0,195342,671,2018-04-21 15:41:37.927114,3040
1356,133,1,275914,680,2018-04-21 15:41:37.927130,3000
1357,354,1,215209,678,2018-04-21 15:41:37.927146,3026
1358,193,1,202532,675,2018-04-21 15:41:37.927163,3094
1359,171,0,178141,679,2018-04-21 15:41:37.927179,3025
1360,429,1,126885,675,2018-04-21 15:41:37.927196,3047
1361,743,0,213536,677,2018-04-21 15:41:37.927218,3093
1362,974,1,176340,679,2018-04-21 15:41:37.927241,3068
1363,486,1,161023,671,2018-04-21 15:41:37.927260,3091
1364,467,1,205793,678,2018-04-21 15:41:37.927277,3065
1365,269,1,255705,680,2018-04-21 15:41:37.927294,3052
1366,731,1,151674,672,2018-04-21 15:41:37.927310,3100
1367,195,1,196684,672,2018-04-21 15:41:37.927326,3075
1368,991,1,267355,680,2018-04-21 15:41:37.927342,3036
1369,249,1,125012,672,2018-04-21 15:41:37.927365,3077
1370,989,0,180053,679,2018-04-21 15:41:37.927383,3001
1371,607,0,146305,673,2018-04-21 15:41:37.927400,3038
1372,668,1,272568,678,2018-04-21 15:41:37.927435,3025
1373,862,0,255530,672,2018-04-21 15:41:37.927473,3019
1374,255,1,283710,670,2018-04-21 15:41:37.927526,3079
1375,669,0,214978,670,2018-04-21 15:41:37.927549,3089
